,Unnamed: 0,size,gamma,theta,steps,time,score,avg_conversion_iterations
0,5,5,0.99,1e-13,197.194,0.0040499730110168,-197.194,2.9
0,5,10,0.99,1e-13,154.204,0.0037584252357482,-154.204,4.1
0,5,15,0.99,1e-13,136.50799999999998,0.0037652468681335,-136.50799999999998,4.2
0,1,20,0.3,1e-13,130.59999999999997,0.0077126083374023,-130.59999999999997,6.0
0,5,25,0.99,1e-13,115.102,0.0046235680580139,-115.102,4.9
0,5,30,0.99,1e-13,117.016,0.0061433291435241,-117.016,5.6
