,Unnamed: 0,size,gamma,theta,steps,time,score,avg_conversion_iterations
0,5,4,0.99,1e-13,21.808,8.210945129394531e-05,9.12752,5.5
0,5,8,0.99,1e-13,62.172,0.0002234592437744,7.553119999999998,7.5
0,5,12,0.99,1e-13,114.01000000000002,0.0004296631813049,4.329600000000002,11.1
0,5,16,0.99,1e-13,331.15200000000004,0.001166941165924,-6.040799999999857,13.5
0,5,20,0.99,1e-13,194.18400000000003,0.0006837172508239,0.922640000000018,50.9
0,5,24,0.99,1e-13,250.50200000000004,0.0008903255462646,-2.830079999999947,87.9
0,5,32,0.99,1e-13,283.748,0.0010055766105651,-1.6099199999999314,67.7
