,4401
0,
1,0.3796555976644153
2,0.6833800757959475
3,0.7320408600979567
4,0.7452604891370547
5,0.6472223998279082
6,0.6334140826965167
7,0.5809286948620278
8,0.6496329115591107
9,0.6751547917255281
10,0.1786552540938893
11,0.24466694071706768
12,0.21730477422037228
13,0.11920916697579492
14,0.1580205619337673
15,0.3755175384256859
16,0.2690206707750331
17,0.3983832621982929
18,0.5366488869850955
19,0.55281353454775
20,0.628900385647254
21,0.7609487301117333
22,0.47616333128109256
23,0.47616333128109256
24,0.4607842120516264
25,0.24225642898586505
26,0.551772384185751
27,0.5951975215725436
28,0.5997840501598126
29,0.45300147378919015
30,0.6152561487392401
31,0.7404606523700273
32,0.4893101436007288
33,0.5821385830854369
34,0.6800911873139805
35,0.7130044843049327
36,0.7031320066915463
37,0.7761087368124893
38,0.7990846388936742
39,0.7400473708707939
40,0.741232357344811
41,0.7412323573448107
42,0.8061536051678755
43,0.42404625340363894
44,0.3737349252964119
45,0.3737349252964119
46,0.3215991432958269
47,0.40389869849982635
48,0.40389869849982635
49,0.5436510475256567
50,0.5198560631456395
51,0.5425250862599458
52,0.45393924521661905
53,0.45393924521661905
54,0.5958899138631591
55,0.5684485357532841
56,0.5821385830854369
57,0.5731583481234153
58,0.5581750082915445
59,0.8370619127280313
60,0.8680561607899645
61,0.726054376509247
62,0.726054376509247
63,0.6636292097382155
64,0.8212218968532565
65,0.8042230722341678
66,0.567675512698221
67,0.6102658132579245
68,0.7959000026346273
69,0.8830657759658863
70,0.8212218968532565
71,0.5252017673654972
72,0.5982733176076533
73,0.5146442546117631
74,0.5757548249812018
75,0.6080586633552891
76,0.568448535753284
77,0.6326554834908785
78,0.569905079928336
79,0.6326554834908786
80,0.6561305745999307
81,0.7628935254332355
82,0.7390968352499288
83,0.6051596782448356
84,0.5997840501598125
85,0.7006755633702096
86,0.6676838793888408
87,0.5809286948620277
88,0.6152561487392401
89,0.7473916974617614
90,0.7422509200957668
91,0.6334140826965166
92,0.8619721440410061
93,0.5652812487663611
94,0.5091098360001579
95,0.5020076566322328
96,0.5652650009670184
97,0.5652527157355062
98,0.42120572331447564
99,0.5692021006550613
100,0.5695067264573992
101,0.5692021006550614
102,0.5409625349850505
103,0.5961657560107398
104,0.5011358588354264
105,0.4761633312810926
106,0.5022371476368188
107,0.3122724793224125
108,0.6887956604708019
109,0.6364034072266888
110,0.3968996001976577
111,0.33046140460268164
112,0.33046140460268164
113,0.3509850512941974
114,0.218849502571676
115,0.4189866136330057
116,0.6283421073431268
117,0.4548182858596772
118,0.39486681039124993
119,0.4548182858596772
120,0.698379629639749
121,0.6813239231005007
122,0.7269851216306903
123,0.622378173649028
124,0.5893357699904614
125,0.5893357699904614
126,0.4369904689044919
127,0.47955858703375454
128,0.47955858703375454
129,0.4212057233144757
130,0.3968996001976579
131,0.39930972966259287
132,0.2961960879622544
133,0.3239682712356884
134,0.3842414379772118
135,0.509913289020142
136,0.3636838042068187
137,0.357627500927385
138,0.357627500927385
139,0.23437733556384882
140,0.5483914188486
141,0.6283421073431268
142,0.5650609382017818
143,0.47616333128109256
144,0.6026845771641824
145,0.5241239294192471
146,0.4418282410409308
147,0.637650879303766
148,0.643943036509001
149,0.826138584536509
150,0.8026750576370195
151,0.7836073719507741
152,0.7817719397832654
153,0.7458804384263523
154,0.6887956604708018
155,0.5859940677386777
156,0.6496329115591108
157,0.47386640661481155
158,0.5809286948620277
159,0.6102487069682953
160,0.7251190518093862
161,0.8182329521485998
162,0.6945231019200132
163,0.7390968352499288
164,0.7891895396839639
165,0.866426771909399
166,0.6410982220295433
167,0.6564895946846839
168,0.5642567236854296
169,0.6289003856472539
170,0.7232022796531562
171,0.7232022796531562
172,0.7031320066915464
173,0.5683176377121452
174,0.2939347008617774
175,0.3516568355403763
176,0.24466694071706768
177,0.26860882033578865
178,0.339674149874334
179,0.3536528678488413
180,0.8459173297142
181,0.7236182908444949
182,0.7761087368124892
183,0.915459866033398
184,0.896086899025048
185,0.733863904049487
186,0.6230391171836406
187,0.700253657914366
188,0.7130044843049327
189,0.9027366433353876
190,0.7549878930453263
191,0.7002536579143659
192,0.8093470484660056
193,0.675154791725528
194,0.6496329115591107
195,0.699648466329962
196,0.7219730941704037
197,0.6800911873139805
198,0.6800911873139805
199,0.8576382682402268
200,0.8576382682402268
201,0.8053059279931444
202,0.6829254172894363
203,0.7534209442354427
204,0.5022371476368188
205,0.5695067264573991
206,0.49779993602468875
207,0.5026090374675883
208,0.6364034072266888
209,0.733863904049487
210,0.733863904049487
211,0.8631576872354695
212,0.7130044843049327
213,0.7073059291745855
214,0.5847663675338706
215,0.5847663675338706
216,0.7629269629256349
217,0.7470338759864046
218,0.7050746813767712
219,0.7338639040494869
220,0.7626971487342479
221,0.6283421073431268
222,0.8126429965002081
223,0.8126429965002081
224,0.41037856063566125
225,0.6829254172894363
226,0.5695067264573992
227,0.5695067264573992
228,0.6596240572660655
229,0.6534811599213962
230,0.6253341049433054
231,0.6255068339599081
232,0.6326554834908786
233,0.6326554834908786
234,0.8391887393526971
235,0.8061536051678756
236,0.8061536051678756
237,0.7458804384263522
238,0.7458804384263522
239,0.7549878930453263
240,0.8654708520179372
241,0.8009600324197256
242,0.8038437280978595
243,0.6887956604708019
244,0.7700969597097889
245,0.7031320066915464
246,0.8397483753344721
247,0.817487968334122
248,0.8814780112518732
249,0.8764431768362444
250,0.7260543765092469
251,0.548362168088657
252,0.5436510475256568
253,0.5436510475256568
254,0.6253341049433054
255,0.666767775679248
256,0.600783787550441
257,0.7721671128472342
258,0.7549878930453263
259,0.8734799748073787
260,0.8734799748073787
261,0.7308624031113653
262,0.7708859464434742
263,0.71611965570621
264,0.6609094333482081
265,0.6609094333482081
266,0.692492858004936
267,0.692492858004936
268,0.6298753674517995
269,0.5961657560107397
270,0.6575827845326953
271,0.5020076566322327
272,0.45393924521661905
273,0.6575827845326953
274,0.6629192133345297
275,0.5997840501598126
276,0.5960458348789749
277,0.4961536421126271
278,0.45958289640411615
279,0.7260543765092468
280,0.6887956604708017
281,0.7031320066915464
282,0.5997840501598125
283,0.5821385830854369
284,0.7761087368124892
285,0.7527778781741019
286,0.7176772476817187
287,0.7740062347767781
288,0.832938193741414
289,0.7761087368124894
290,0.6713448678498094
291,0.6500457701400664
292,0.5893357699904614
293,0.5893357699904614
294,0.7817719397832654
295,0.812642996500208
296,0.7721671128472342
297,0.6569215018462291
298,0.8182329521485999
299,0.8093470484660057
300,0.8538482159381481
301,0.5020076566322327
302,0.5508026978000301
303,0.5692021006550613
304,0.6361670536733038
305,0.5182770909953526
306,0.42367288531309805
307,0.568317637712145
308,0.6569215018462292
309,0.7338639040494869
310,0.6935720286282303
311,0.8053059279931444
312,0.6772164317213484
313,0.6689578343646755
314,0.6689578343646755
315,0.6327593294406921
316,0.6289003856472538
317,0.55281353454775
318,0.5847663675338706
319,0.568216468572454
320,0.6026845771641824
321,0.6665064936775291
322,0.6813239231005007
323,0.5838834180434497
324,0.6833800757959477
325,0.41340276190125225
326,0.659835732585687
327,0.6665064936775291
328,0.5376984844100727
329,0.5034829888100517
330,0.4974376690280695
331,0.6496329115591107
332,0.8818041025853322
333,0.8370619127280313
334,0.7846215685064584
335,0.5809024411292334
336,0.6914131684596109
337,0.6472223998279082
338,0.580129229887163
339,0.5114532768587631
340,0.6289003856472538
341,0.6255068339599082
342,0.6004410122599134
343,0.37145136926055194
344,0.4420829430924636
345,0.46475156904173687
346,0.537698484410073
347,0.537698484410073
348,0.4450030138466649
349,0.501463879822337
350,0.5897635863050562
351,0.3809458498038511
352,0.40349667100563585
353,0.4590885882251539
354,0.3304614046026815
355,0.5692021006550613
356,0.48366196641937753
357,0.47616333128109245
358,0.5182770909953525
359,0.4762472290489215
360,0.6263490551057788
361,0.580129229887163
362,0.6263490551057788
363,0.4847839457015664
364,0.6051596782448357
365,0.7073059291745856
366,0.6153740650677596
367,0.5757548249812017
368,0.6713448678498096
369,0.7260543765092469
370,0.5366488869850955
371,0.5483621680886569
372,0.5483621680886569
373,0.5961414934936512
374,0.5960458348789748
375,0.5996716473090093
376,0.6080586633552891
377,0.5483621680886569
378,0.6887956604708018
379,0.7549878930453263
380,0.6596240572660654
381,0.5731583481234152
382,0.5581750082915445
383,0.626349055105779
384,0.7219730941704037
385,0.6502242152466368
386,0.6596240572660655
387,0.5731583481234153
388,0.626349055105779
389,0.6153740650677596
390,0.6119403904757476
391,0.6364034072266888
392,0.7434818904150838
393,0.7404606523700271
394,0.7633451765829815
395,0.8654708520179372
396,0.60850264128093
397,0.7521238573050394
398,0.7276781898895096
399,0.7276781898895096
400,0.7276781898895096
401,0.57847533632287
402,0.7338639040494869
403,0.7130044843049327
404,0.6800911873139805
405,0.8681998000370339
406,0.855014100782705
407,0.7716595419103653
408,0.7434818904150837
409,0.8654708520179372
410,0.7626971487342479
411,0.7434818904150837
412,0.7832582437168227
413,0.7434818904150837
414,0.6410982220295433
415,0.7243367152989313
416,0.6983796296397491
417,0.6080586633552891
418,0.6629192133345297
419,0.5652527157355061
420,0.6189918994618605
421,0.6676838793888409
422,0.68345818976726
423,0.6567408938936184
424,0.7006755633702099
425,0.6636292097382155
426,0.7176265498523309
427,0.7817719397832655
