,Value,Mean_Value(10)
0,0.2647059,
1,-3.5806794,
2,4.9888225,
3,6.0447335,
4,6.371471,
5,6.7760057,
6,6.8485503,
7,6.8485503,
8,6.8485503,
9,6.8485503,
10,6.8485503,
11,6.8485503,
12,6.8485503,
