,Value,Mean_Value(10)
228,6.8657136,6.86569694519043
229,6.8657136,6.865698227882385
230,6.8657136,6.865699410438538
231,6.8657136,6.865700511932373
232,6.8657136,6.86570152759552
233,6.8657136,6.865702466964722
234,6.8657136,6.865703339576721
235,6.8657136,6.8657041358947755
236,6.8657136,6.865704870223999
237,6.8657136,6.865705556869507
238,6.8657136,6.865706181526184
239,6.8657136,6.865706763267517
240,6.8657136,6.865707297325134
241,6.8657136,6.865707793235779
242,6.8657136,6.86570825099945
243,6.8657136,6.86570867061615
244,6.8657136,6.86570906162262
245,6.8657136,6.865709419250488
246,6.8657136,6.865709748268127
247,6.8657136,6.865710053443909
248,6.8657136,6.865710334777832
249,6.8657136,6.8657105970382695
250,6.8657136,6.865710835456849
251,6.8657136,6.865711059570312
252,6.8657136,6.86571126461029
253,6.8657136,6.865711450576782
254,6.8657136,6.86571162700653
255,6.8657136,6.865711789131165
256,6.8657136,6.865711936950683
257,6.8657136,6.86571207523346
258,6.8657136,6.865712199211121
259,6.8657136,6.865712313652039
260,6.8657136,6.8657124233245845
261,6.8657136,6.865712523460388
262,6.8657136,6.865712614059448
263,6.8657136,6.865712699890136
264,6.8657136,6.865712776184082
265,6.8657136,6.865712847709656
266,6.8657136,6.8657129192352295
267,6.8657136,6.8657129812240605
268,6.8657136,6.865713033676148
269,6.8657136,6.865713086128235
270,6.8657136,6.86571313381195
271,6.8657136,6.865713171958923
272,6.8657136,6.865713210105896
273,6.8657136,6.865713248252868
274,6.8657136,6.86571328163147
275,6.8657136,6.865713315010071
276,6.8657136,6.865713348388672
277,6.8657136,6.8657133722305295
278,6.8657136,6.865713396072388
279,6.8657136,6.865713419914246
280,6.8657136,6.865713443756103
281,6.8657136,6.865713458061219
282,6.8657136,6.865713472366333
283,6.8657136,6.8657134866714475
284,6.8657136,6.865713500976563
285,6.8657136,6.865713510513306
286,6.8657136,6.865713520050049
287,6.8657136,6.865713529586792
288,6.8657136,6.8657135391235355
289,6.8657136,6.8657135486602785
290,6.8657136,6.8657135581970214
291,6.8657136,6.865713567733764
292,6.8657136,6.865713577270508
293,6.8657136,6.865713586807251
294,6.8657136,6.865713596343994
295,6.8657136,6.865713596343994
296,6.8657136,6.865713596343994
297,6.8657136,6.865713596343994
298,6.8657136,6.865713596343994
299,6.8657136,6.865713596343994
300,6.8657136,6.865713596343994
301,6.8657136,6.865713596343994
302,6.8657136,6.865713596343994
303,6.8657136,6.865713596343994
304,6.8657136,6.865713596343994
305,6.8657136,6.865713596343994
306,6.8657136,6.865713596343994
307,6.8657136,6.865713596343994
308,6.8657136,6.865713596343994
309,6.8657136,6.865713596343994
310,6.8657136,6.865713596343994
311,6.8657136,6.865713596343994
312,6.8657136,6.865713596343994
313,6.8657136,6.865713596343994
314,6.8657136,6.865713596343994
315,6.8657136,6.865713596343994
316,6.8657136,6.865713596343994
317,6.8657136,6.865713596343994
318,6.8657136,6.865713596343994
319,6.8657136,6.865713596343994
320,6.8657136,6.865713596343994
321,6.8657136,6.865713596343994
322,6.8657136,6.865713596343994
323,6.8657136,6.865713596343994
324,6.8657136,6.865713596343994
325,6.8657136,6.865713596343994
326,6.8657136,6.865713596343994
327,6.8657136,6.865713596343994
328,6.8657136,6.865713596343994
329,6.8657136,6.865713596343994
330,6.8657136,6.865713596343994
331,6.8657136,6.865713596343994
332,6.8657136,6.865713596343994
333,6.8657136,6.865713596343994
334,6.8657136,6.865713596343994
335,6.8657136,6.865713596343994
336,6.8657136,6.865713596343994
337,6.8657136,6.865713596343994
338,6.8657136,6.865713596343994
339,6.8657136,6.865713596343994
340,6.8657136,6.865713596343994
341,6.8657136,6.865713596343994
342,6.8657136,6.865713596343994
343,6.8657136,6.865713596343994
344,6.8657136,6.865713596343994
345,6.8657136,6.865713596343994
346,6.8657136,6.865713596343994
347,6.8657136,6.865713596343994
348,6.8657136,6.865713596343994
349,6.8657136,6.865713596343994
350,6.8657136,6.865713596343994
351,6.8657136,6.865713596343994
352,6.8657136,6.865713596343994
353,6.8657136,6.865713596343994
354,6.8657136,6.865713596343994
355,6.8657136,6.865713596343994
356,6.8657136,6.865713596343994
357,6.8657136,6.865713596343994
358,6.8657136,6.865713596343994
359,6.8657136,6.865713596343994
360,6.8657136,6.865713596343994
361,6.8657136,6.865713596343994
362,6.8657136,6.865713596343994
363,6.8657136,6.865713596343994
364,6.8657136,6.865713596343994
365,6.8657136,6.865713596343994
366,6.8657136,6.865713596343994
367,6.8657136,6.865713596343994
368,6.8657136,6.865713596343994
369,6.8657136,6.865713596343994
370,6.8657136,6.865713596343994
371,6.8657136,6.865713596343994
372,6.8657136,6.865713596343994
373,6.8657136,6.865713596343994
374,6.8657136,6.865713596343994
375,6.8657136,6.865713596343994
376,6.8657136,6.865713596343994
377,6.8657136,6.865713596343994
378,6.8657136,6.865713596343994
379,6.8657136,6.865713596343994
380,6.8657136,6.865713596343994
381,6.8657136,6.865713596343994
382,6.8657136,6.865713596343994
383,6.8657136,6.865713596343994
384,6.8657136,6.865713596343994
385,6.8657136,6.865713596343994
386,6.8657136,6.865713596343994
387,6.8657136,6.865713596343994
388,6.8657136,6.865713596343994
389,6.8657136,6.865713596343994
390,6.8657136,6.865713596343994
391,6.8657136,6.865713596343994
392,6.8657136,6.865713596343994
393,6.8657136,6.865713596343994
394,6.8657136,6.865713596343994
395,6.8657136,6.865713596343994
396,6.8657136,6.865713596343994
397,6.8657136,6.865713596343994
398,6.8657136,6.865713596343994
