,Value,Mean_Value(10)
461,-9.191725833880636,-9.185491551359622
462,-9.19178286665164,-9.185660944515144
463,-9.191847236316425,-9.185828177845137
464,-9.191914355488251,-9.185995377635042
465,-9.191946979071767,-9.186158517709554
466,-9.191990035181991,-9.186319331184363
467,-9.192075016399542,-9.186479111156524
468,-9.192126672031781,-9.186634274491869
469,-9.19219552670805,-9.186783870367957
470,-9.192254182858209,-9.1869305568366
471,-9.19229318295805,-9.187073611615947
472,-9.192308977998483,-9.187213515577225
473,-9.192345131091036,-9.187351282235534
474,-9.19242496734229,-9.187486926928877
475,-9.192455133919518,-9.187621264143873
476,-9.192502002289501,-9.187754793081801
477,-9.19255326792074,-9.187887546112742
478,-9.192599132038152,-9.188018301948572
479,-9.19261473207809,-9.188146215847125
480,-9.192664028204288,-9.18827188021992
481,-9.192664589440097,-9.188393980282184
482,-9.192678317475243,-9.188513241137178
483,-9.19272035958287,-9.188630010275796
484,-9.192773272968328,-9.188746416225982
485,-9.192813131070364,-9.18886163111312
486,-9.192826313104112,-9.188974844905134
487,-9.19286562520475,-9.189085316210129
488,-9.192907667312378,-9.18919409530079
489,-9.192910943320765,-9.189301227807237
490,-9.192930521370885,-9.18940492518489
491,-9.192934362880719,-9.18950616497125
492,-9.192966717119797,-9.189605421834099
493,-9.192984481665272,-9.189702088895316
494,-9.19302746465031,-9.189798369514294
495,-9.193018416627147,-9.189891771145904
496,-9.193028128870761,-9.189983407255179
497,-9.193043763035783,-9.190073594559497
498,-9.193086604645458,-9.190161235352294
499,-9.193096900671815,-9.190246632859349
500,-9.193119481729623,-9.190330582585197
501,-9.193141333973065,-9.190413369791194
502,-9.19315993702069,-9.190494566768121
503,-9.193168419542404,-9.190574781527534
504,-9.193166118536514,-9.190653811268913
505,-9.193164870533318,-9.190731653554753
506,-9.193163310529325,-9.190807215602254
507,-9.193187295590727,-9.190880387333635
508,-9.193212411655022,-9.190952088761254
509,-9.19324293654567,-9.191022085372634
510,-9.193271999541945,-9.191091240051076
511,-9.193301327617025,-9.191158667025094
512,-9.193305851628605,-9.191225654077988
513,-9.193309680341534,-9.19129159365523
514,-9.193318026362897,-9.191355615207563
515,-9.193313151350416,-9.19141722850373
516,-9.193341309422504,-9.191477368376125
517,-9.193354335455847,-9.191536239965275
518,-9.19336681853468,-9.19159413463239
519,-9.193380858570622,-9.1916514210442
520,-9.193370328543665,-9.191707309692433
521,-9.193394648762176,-9.191762199682168
522,-9.19339642326672,-9.191815206064584
523,-9.193394409886565,-9.191866597599116
524,-9.193436373993993,-9.191917279331829
525,-9.19346632607067,-9.191967605383633
526,-9.193494864698417,-9.192017285499329
527,-9.193498918271292,-9.192065889187894
528,-9.193511300802992,-9.192113271198334
529,-9.193520253154034,-9.192159504869114
530,-9.193534917191574,-9.19220384664505
531,-9.193533747188582,-9.192246997552939
532,-9.193546227220528,-9.192288058055475
533,-9.193543809214338,-9.192328240958267
534,-9.19355098523271,-9.192366897007147
535,-9.193573705228374,-9.192404588412934
536,-9.19360844944232,-9.192441609358255
537,-9.193614923458892,-9.192478411708016
538,-9.19364464153497,-9.192514132195006
539,-9.193645499537167,-9.192549512211126
540,-9.193662120892217,-9.192584719139928
541,-9.193679094771607,-9.192619116125016
542,-9.193693310308,-9.192653057783938
543,-9.193708364346538,-9.192685689039505
544,-9.19373172540634,-9.192718169535311
545,-9.193754033463453,-9.192750458150625
546,-9.193761833483418,-9.192781631363085
547,-9.193796621572476,-9.192812054603626
548,-9.193809569605623,-9.19284196772286
549,-9.193822147137821,-9.192870763294232
550,-9.193824370143513,-9.192898512687927
551,-9.193806839598635,-9.192925728365255
552,-9.1938271001505,-9.192952680011906
553,-9.193854926721738,-9.192979179062402
554,-9.19385674022638,-9.193005632287779
555,-9.193859373951872,-9.193031950779996
556,-9.19384952520791,-9.193057119927087
557,-9.193848823206114,-9.193081191611366
558,-9.193861225237862,-9.193104407633456
559,-9.193869025257829,-9.19312708287041
560,-9.193867543254036,-9.193149113825717
561,-9.193895057824474,-9.193170806065154
562,-9.19389357582068,-9.193191913156845
563,-9.193910930865107,-9.19321255010233
564,-9.193934399175188,-9.193232750539202
565,-9.193928315159612,-9.19325256390008
566,-9.193929797163406,-9.193271961519894
567,-9.193950467216322,-9.193290716028061
568,-9.193966847258254,-9.193309117780325
569,-9.193971402957416,-9.19332687654282
570,-9.193984945742086,-9.193344184171657
571,-9.194010406713515,-9.193361356409213
572,-9.194041557738576,-9.193378682206614
573,-9.194043549181174,-9.193395666387515
574,-9.194056311963845,-9.19341197983373
575,-9.194058225406243,-9.193428010748598
576,-9.194074975949126,-9.193443740485193
577,-9.194075005199199,-9.19345895785798
578,-9.194095811752465,-9.193473924655123
579,-9.194108915786012,-9.193488866492201
580,-9.194105547761765,-9.193503281687777
581,-9.194108726269903,-9.193517723056074
582,-9.194112899280585,-9.193532068874127
583,-9.194105879262615,-9.193545924070925
584,-9.194116454383437,-9.193559355885077
585,-9.19411679563431,-9.193572392530715
586,-9.194130573638331,-9.193585435136058
587,-9.194130032511946,-9.19359807920913
588,-9.194126639503258,-9.193610268931039
589,-9.194130227512446,-9.193622461772955
590,-9.194153439884369,-9.19363469095809
591,-9.194148997529245,-9.193646837304575
592,-9.194173684592444,-9.193658906979302
593,-9.194185189621898,-9.193670914058869
594,-9.19418914813203,-9.193682530893685
595,-9.194192511890643,-9.19369427184632
596,-9.194198376530656,-9.193705974322919
597,-9.194213642632239,-9.193717673118883
598,-9.194224552910168,-9.193729052601531
599,-9.19424234670572,-9.19374050706187
600,-9.19428360881135,-9.193752148332687
601,-9.194295455091678,-9.193763689543875
602,-9.194285919567266,-9.19377494936934
603,-9.194287011570061,-9.193786135289617
604,-9.194325270668005,-9.193797726810931
605,-9.194316924646639,-9.193809247352064
606,-9.194307096621479,-9.193820685212986
607,-9.194293602586935,-9.193831748282948
608,-9.194324880667008,-9.193842872973068
609,-9.194338920702949,-9.19385383281464
610,-9.194343980965902,-9.19386455262888
611,-9.194340314956518,-9.193874942502275
612,-9.194341718960112,-9.19388530117559
613,-9.194352404987468,-9.19389572842205
614,-9.194370345033395,-9.193906251608754
615,-9.194386934700864,-9.193916989442258
616,-9.194408228755377,-9.193927658635587
617,-9.194410607761467,-9.193938221358643
618,-9.194422541792019,-9.193948778591217
619,-9.194413201268109,-9.19395910201819
620,-9.194401646269778,-9.193969415195452
621,-9.194405624279959,-9.193979524950631
622,-9.194415978806468,-9.193989720506028
623,-9.194422374822842,-9.194000000155391
624,-9.19442042481785,-9.194009840663629
625,-9.194431851847103,-9.194019495921394
626,-9.194447685887637,-9.194029024133286
627,-9.19443504985529,-9.194038385449126
628,-9.194450649895227,-9.194047778940048
629,-9.194463051926975,-9.194057206927777
630,-9.194456811911,-9.194066425874972
631,-9.1944814599741,-9.194075903002828
632,-9.19449124899916,-9.194085353220615
633,-9.194482980977993,-9.19409474493825
634,-9.19450084302372,-9.19410424351616
635,-9.194504119032107,-9.194113547654197
636,-9.194510437048281,-9.194122567530256
637,-9.194503729031108,-9.194131455585978
638,-9.194515858062159,-9.19414016775125
639,-9.19450298802921,-9.194148742636171
640,-9.194515702061759,-9.194157278447868
641,-9.194513050054969,-9.194165618000701
642,-9.194503314655048,-9.194173718044171
643,-9.194501016086663,-9.194181644561572
644,-9.194508153104934,-9.19418940883856
645,-9.19452365564462,-9.19419710506037
646,-9.194537188679266,-9.194204858612329
647,-9.194556532728786,-9.194212457723891
648,-9.19454826470762,-9.194219844674912
649,-9.194541010689049,-9.194227033310424
650,-9.194553646721399,-9.194234326076202
651,-9.19455669665108,-9.194241824646726
652,-9.194565198672844,-9.194249205631952
653,-9.19456395066965,-9.19425629587143
654,-9.19456660267644,-9.19426339449593
655,-9.194567441178588,-9.194270475168198
656,-9.194589398234797,-9.194277873898466
657,-9.194600006261954,-9.194285385729025
658,-9.194597773506237,-9.194292751211709
659,-9.19459933351023,-9.194300054294233
660,-9.194610721539384,-9.194307486077086
661,-9.194614777549768,-9.194314683274339
662,-9.194621507504497,-9.194321962591177
663,-9.194632739533251,-9.194329180677858
664,-9.19462774752047,-9.19433611416131
665,-9.194626187516478,-9.19434309288488
666,-9.19463063352786,-9.194350101248524
667,-9.194625641515078,-9.194356852991513
668,-9.194646233567795,-9.194363646854608
669,-9.194644985564599,-9.19437038268068
670,-9.1946452195652,-9.194376985418911
671,-9.194649002574883,-9.194383371377524
672,-9.19464759857129,-9.19438943178585
673,-9.194659220601041,-9.194395588500049
674,-9.19465711459565,-9.194401596526369
675,-9.194648846574484,-9.19440750273805
676,-9.1946569000951,-9.19441332197951
677,-9.194656120093104,-9.194419133128449
678,-9.194661112105884,-9.194424786131982
679,-9.19466452461462,-9.19443034222027
680,-9.194683839414065,-9.194436125136793
681,-9.19468988442954,-9.19444193671839
682,-9.194690742431739,-9.1944477151499
683,-9.194691912434733,-9.194453575481623
684,-9.194691736934285,-9.19445932830713
685,-9.194692204935482,-9.194465082400141
686,-9.194689708929092,-9.19447067375305
687,-9.194692828937079,-9.1944763017173
688,-9.194701135958343,-9.194482046681852
689,-9.194702773962538,-9.194487772146353
690,-9.194707843975518,-9.194493316187263
691,-9.19471712599928,-9.194498997471964
692,-9.194721347760087,-9.19450447410364
693,-9.194739131805616,-9.194510013525479
694,-9.194751299836764,-9.194515635042526
695,-9.194758397854937,-9.194521293902168
696,-9.194756681850542,-9.194526876955367
697,-9.194764091869512,-9.19453238144774
698,-9.1947671338773,-9.19453780725741
699,-9.19477462189647,-9.194543130009318
700,-9.194778053905255,-9.194548074460258
