,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,4,0.99,1e-13,21.742,8.37244987487793e-05,9.13016,302.6
4,4,0.95,1e-13,21.788,7.608652114868164e-05,9.128319999999999,215.7
3,4,0.9,1e-13,22.456,7.996368408203126e-05,9.021279999999999,158.8
2,4,0.7,1e-13,22.958,8.037185668945313e-05,9.0012,70.6
1,4,0.3,1e-13,22.767999999999997,8.406543731689453e-05,8.98872,25.0
0,4,0.01,1e-13,80.0,0.00028147029876708987,-3.200000000000002,8.0
