,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
103,8,0.99,0.95,0.7,63.05500000000001,4.420232,0.0002242863178253174,7.517799999999999,4801.0
114,8,0.99,0.7,0.4,63.40000000000001,4.3577685,0.000240013599395752,7.503999999999996,4621.0
118,8,0.99,0.4,0.7,63.410000000000004,3.870802,0.0002517426013946533,7.503599999999999,4471.0
112,8,0.99,0.7,0.9,63.65500000000001,4.075295,0.00023861289024353031,7.4937999999999985,4701.0
104,8,0.99,0.95,0.4,63.94499999999999,4.4038153,0.00024092912673950197,7.482199999999999,4741.0
76,8,0.9,0.4,0.95,61.120000000000005,0.49763268,0.0002336239814758301,7.470199999999998,4441.0
113,8,0.99,0.7,0.7,64.565,4.335833,0.0002431368827819824,7.457399999999998,4711.0
80,8,0.95,0.95,1.0,61.525,1.4250221,0.00022014737129211426,7.453999999999998,4741.0
109,8,0.99,0.9,0.4,61.57000000000001,4.334533,0.00021827459335327148,7.4522,4671.0
91,8,0.95,0.7,0.95,62.265,1.3911052,0.00025194764137268075,7.424399999999999,4681.0
111,8,0.99,0.7,0.95,65.6,4.0057597,0.0002445828914642334,7.415999999999999,4681.0
81,8,0.95,0.95,0.95,65.79,1.417052,0.00023292541503906256,7.4084,4741.0
69,8,0.9,0.9,0.4,65.99499999999999,0.50073427,0.00023520946502685546,7.400199999999998,4641.0
106,8,0.99,0.9,0.95,66.14500000000001,4.2473874,0.00023690104484558105,7.394199999999998,4681.0
110,8,0.99,0.7,1.0,66.31500000000001,4.02174,0.0003004133701324463,7.3873999999999995,4701.0
119,8,0.99,0.4,0.4,66.63,4.248751,0.00024920105934143064,7.374799999999999,4361.0
108,8,0.99,0.9,0.7,63.705,4.376509,0.00023468255996704105,7.366799999999998,4721.0
101,8,0.99,0.95,0.95,63.78000000000001,4.2833447,0.00023771524429321293,7.3637999999999995,4801.0
94,8,0.95,0.7,0.4,64.075,1.3929977,0.00023679971694946285,7.3519999999999985,4611.0
85,8,0.95,0.9,1.0,64.365,1.4411863,0.000234220027923584,7.340399999999998,4751.0
107,8,0.99,0.9,0.9,67.51500000000001,4.331231,0.00024181127548217777,7.3393999999999995,4751.0
58,8,0.7,0.4,0.7,64.44500000000001,0.0016543776,0.0002273941040039063,7.337199999999998,4321.0
53,8,0.7,0.7,0.7,66.44,-0.010774897,0.00024226307868957525,7.3321999999999985,4621.0
83,8,0.95,0.95,0.7,64.57,1.3711337,0.00022949576377868653,7.3321999999999985,4721.0
89,8,0.95,0.9,0.4,64.34,1.3548427,0.0002540552616119385,7.291199999999998,4681.0
51,8,0.7,0.7,0.95,68.725,-0.0100908,0.00024281740188598634,7.290999999999999,4611.0
88,8,0.95,0.9,0.7,64.625,1.389502,0.0002486670017242432,7.279799999999999,4731.0
45,8,0.7,0.9,1.0,69.015,-0.011564103,0.0002446424961090088,7.2794,4711.0
92,8,0.95,0.7,0.9,62.79,1.3771783,0.0002532374858856201,7.278399999999998,4641.0
100,8,0.99,0.95,1.0,66.095,4.153235,0.00025495767593383786,7.271199999999998,4791.0
79,8,0.9,0.4,0.4,66.26,0.5225545,0.0002473080158233643,7.264599999999999,4331.0
99,8,0.95,0.4,0.4,63.175,1.4121063,0.00022610902786254886,7.262999999999998,4311.0
87,8,0.95,0.9,0.9,63.19499999999999,1.3956352,0.00023422002792358398,7.262199999999998,4711.0
68,8,0.9,0.9,0.7,63.504999999999995,0.5138212,0.00022734880447387694,7.249799999999999,4631.0
61,8,0.9,0.95,0.95,63.529999999999994,0.5404497,0.00023485541343688966,7.2488,4751.0
86,8,0.95,0.9,0.95,66.925,1.38508,0.0002547979354858399,7.2379999999999995,4731.0
72,8,0.9,0.7,0.9,63.83,0.54950947,0.00025625944137573246,7.236799999999998,4621.0
102,8,0.99,0.95,0.9,65.725,4.311759,0.00023646235466003414,7.235799999999999,4801.0
105,8,0.99,0.9,1.0,66.32000000000001,4.164438,0.00024019956588745118,7.212000000000001,4801.0
96,8,0.95,0.4,0.95,64.685,1.2745907,0.00027677416801452637,7.202599999999999,4471.0
52,8,0.7,0.7,0.9,69.72,-0.012003315,0.0002494645118713379,7.2010000000000005,4621.0
49,8,0.7,0.9,0.4,67.88,-0.032705802,0.00024016380310058592,7.199800000000001,4721.0
74,8,0.9,0.7,0.4,64.885,0.5208689,0.0002367901802062988,7.1945999999999986,4581.0
59,8,0.7,0.4,0.4,68.11999999999999,-0.011790901,0.00024270176887512202,7.190199999999999,4391.0
84,8,0.95,0.95,0.4,61.995000000000005,1.3585126,0.00023032665252685543,7.185199999999999,4711.0
78,8,0.9,0.4,0.7,65.55499999999999,0.52603084,0.00023385882377624512,7.1678,4301.0
63,8,0.9,0.95,0.7,66.14,0.53086084,0.0002350151538848877,7.144399999999999,4731.0
62,8,0.9,0.95,0.9,63.025,0.5200993,0.00022221684455871578,7.143999999999998,4701.0
90,8,0.95,0.7,1.0,63.040000000000006,1.401862,0.00022687792778015137,7.143399999999998,4651.0
115,8,0.99,0.4,1.0,69.68500000000002,3.3089023,0.000252840518951416,7.127599999999999,4421.0
