,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,25,0.99,1e-13,111.20000000000002,0.004435044765472413,-111.20000000000002,1431.0
4,25,0.95,1e-13,125.35999999999999,0.0050436401367187494,-125.35999999999999,493.0
3,25,0.9,1e-13,146.52,0.006254520893096924,-146.52,266.0
2,25,0.7,1e-13,164.22,0.006505008220672607,-164.22,85.0
1,25,0.3,1e-13,192.72,0.007772837162017822,-192.72,26.0
0,25,0.01,1e-13,200.0,0.008119924545288086,-200.0,8.0
