,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,8,0.99,1e-13,62.172000000000004,0.00022345924377441406,7.553119999999998,7.5
3,8,0.9,1e-13,64.96000000000001,0.0002430105209350586,7.341599999999998,6.7
2,8,0.7,1e-13,65.274,0.00023726415634155277,7.279039999999999,6.7
1,8,0.3,1e-13,66.8,0.0002467522621154785,7.217999999999999,5.9
4,8,0.95,1e-13,68.278,0.00024300956726074218,7.188799999999999,7.2
0,8,0.01,1e-13,176.93599999999998,0.0006546797752380371,-0.008879999999970778,5.4
