,size,gamma,theta,steps,time,score,avg_conversion_iterations
1,20,0.3,1e-13,130.59999999999997,0.007712608337402343,-130.59999999999997,6.0
5,20,0.99,1e-13,131.22,0.01390613269805908,-131.22,4.8
3,20,0.9,1e-13,137.512,0.009791178703308106,-137.512,5.7
4,20,0.95,1e-13,140.05599999999998,0.005837334156036376,-140.05599999999998,5.1
2,20,0.7,1e-13,189.888,0.01259951305389404,-189.888,6.9
0,20,0.01,1e-13,200.0,0.006535552501678467,-200.0,4.4
