,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,12,0.99,1e-13,114.01000000000002,0.00042966318130493157,4.329600000000002,11.1
4,12,0.95,1e-13,128.446,0.00047854757308959966,3.891920000000012,15.6
3,12,0.9,1e-13,171.57199999999997,0.0006117782592773437,1.7731200000000462,8.8
2,12,0.7,1e-13,180.47,0.0006442551612854004,1.417200000000049,8.8
1,12,0.3,1e-13,189.498,0.0006650657653808593,1.2360000000000517,7.0
0,12,0.01,1e-13,662.888,0.002493043899536133,-25.478399999999606,4.7
