,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
1,5,0.9,0.95,0.9,603.08,-5.4853854,0.012104477882385254,-603.08,561.0
0,5,0.7,0.95,0.9,2000.0,-1.8660567,0.0405503511428833,-2000.0,501.0
