,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,10,0.99,1e-13,154.204,0.003758425235748291,-154.204,4.1
4,10,0.95,1e-13,159.26799999999997,0.0036862483024597166,-159.26799999999997,4.4
3,10,0.9,1e-13,177.01800000000003,0.004101411342620849,-177.01800000000003,4.4
0,10,0.01,1e-13,200.0,0.004739955425262452,-200.0,3.8
1,10,0.3,1e-13,200.0,0.004721093654632569,-200.0,3.8
2,10,0.7,1e-13,200.0,0.004611316204071045,-200.0,4.6
