,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
70,4,0.9,0.7,1.0,22.589999999999996,2.9116192,0.00025779843330383303,9.036,4201.0
106,4,0.99,0.9,0.95,23.305,6.9294252,0.00014675140380859377,9.0074,4061.0
49,4,0.7,0.9,0.4,23.215,1.0741551,0.00013186097145080565,8.9608,4431.0
116,4,0.99,0.4,0.95,23.405,6.915512,0.00019228696823120117,8.953199999999999,3461.0
48,4,0.7,0.9,0.7,22.330000000000002,1.0755528,0.0001169919967651367,8.946,4451.0
33,4,0.3,0.7,0.7,24.93,0.41338387,0.00035306334495544434,8.9424,4421.0
46,4,0.7,0.9,0.95,23.685000000000002,1.1147954,0.0002782416343688965,8.941999999999998,4441.0
26,4,0.3,0.9,0.95,23.965,0.41279116,0.00016931891441345214,8.9308,4511.0
24,4,0.3,0.95,0.4,25.255000000000003,0.41266832,0.00021823883056640625,8.929399999999998,4481.0
35,4,0.3,0.4,1.0,25.305,0.45533976,0.00012911200523376467,8.9274,4021.0
45,4,0.7,0.9,1.0,23.910000000000004,1.0541747,0.0003939187526702881,8.8828,4491.0
43,4,0.7,0.95,0.7,23.035,1.0622715,0.00013529896736145017,8.8676,4441.0
34,4,0.3,0.7,0.4,24.734999999999996,0.42571753,0.00015369176864624023,8.8498,4421.0
60,4,0.9,0.95,1.0,24.360000000000003,2.9064648,0.0001397144794464111,8.8146,4381.0
36,4,0.3,0.4,0.95,25.93,0.43090653,0.0003146326541900635,8.802,4041.0
39,4,0.3,0.4,0.4,26.689999999999998,0.4122049,0.00013203024864196777,8.721400000000001,4031.0
23,4,0.3,0.95,0.7,24.355,0.41990495,0.00024119496345520016,8.714400000000001,4471.0
31,4,0.3,0.7,0.95,26.064999999999998,0.43002424,0.00013139963150024414,8.645999999999999,4391.0
30,4,0.3,0.7,1.0,26.155,0.44572678,0.00014410972595214842,8.642400000000002,4371.0
22,4,0.3,0.95,0.9,27.555,0.4096117,0.0006572782993316651,8.636599999999998,4521.0
29,4,0.3,0.9,0.4,25.305,0.41205835,0.00017447113990783693,8.6262,4501.0
0,4,0.01,0.95,1.0,29.409999999999997,0.2936696,0.00035305261611938475,8.612599999999999,4551.0
27,4,0.3,0.9,0.9,26.585,0.42547005,0.00037731766700744624,8.575,4491.0
21,4,0.3,0.95,0.95,27.985000000000003,0.40403795,0.0005608618259429932,8.569199999999999,4481.0
37,4,0.3,0.4,0.9,28.27,0.4379866,0.00047727346420288084,8.5578,4031.0
25,4,0.3,0.9,1.0,28.309999999999995,0.43731204,0.00014679670333862303,8.5562,4491.0
32,4,0.3,0.7,0.9,27.28,0.4466273,0.00018514394760131835,8.5472,4351.0
28,4,0.3,0.9,0.7,27.065000000000005,0.42148852,0.0002855396270751953,8.505599999999998,4481.0
17,4,0.01,0.4,0.9,26.355,0.30284888,0.0002509284019470215,8.4838,4131.0
4,4,0.01,0.95,0.4,25.869999999999997,0.30656952,0.00026232481002807617,8.453,4521.0
38,4,0.3,0.4,0.7,27.589999999999996,0.4083689,0.00027976751327514645,8.334,4041.0
2,4,0.01,0.95,0.9,29.52,0.28174615,0.00015845060348510743,8.306999999999999,4531.0
19,4,0.01,0.4,0.4,31.0,0.27389875,0.0003299665451049805,8.298,4041.0
8,4,0.01,0.9,0.7,29.1,0.29320258,0.0001455116271972656,8.2234,4511.0
12,4,0.01,0.7,0.9,31.45,0.284832,0.00016329288482666015,8.129399999999999,4421.0
5,4,0.01,0.9,1.0,32.89,0.28389496,0.0004437768459320069,8.122,4521.0
3,4,0.01,0.95,0.7,30.809999999999995,0.283038,0.0003649389743804932,8.104800000000001,4561.0
6,4,0.01,0.9,0.95,32.235,0.2721993,0.00028586745262146,8.047799999999999,4511.0
11,4,0.01,0.7,0.95,32.745,0.29089195,0.0002888977527618408,7.826600000000001,4421.0
15,4,0.01,0.4,1.0,33.03,0.28045195,0.00031287670135498046,7.815199999999999,4091.0
16,4,0.01,0.4,0.95,33.245,0.28815556,0.00017553329467773438,7.806599999999999,4091.0
9,4,0.01,0.9,0.4,33.2,0.2878516,0.0006354129314422608,7.7581999999999995,4511.0
10,4,0.01,0.7,1.0,32.075,0.29671693,0.000451810359954834,7.702799999999999,4411.0
18,4,0.01,0.4,0.7,33.260000000000005,0.30090037,0.00036176800727844233,7.605200000000001,4091.0
1,4,0.01,0.95,0.95,33.94500000000001,0.28739908,0.000329662561416626,7.577799999999999,4591.0
14,4,0.01,0.7,0.4,32.7,0.28519204,0.0004278337955474854,7.5774,4391.0
13,4,0.01,0.7,0.7,33.4,0.28324276,0.0003753793239593505,7.4992,4421.0
7,4,0.01,0.9,0.9,33.94,0.2912043,0.0001778876781463623,7.327,4521.0
