,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,10,0.99,1e-13,157.70000000000002,0.0036439490318298335,-157.70000000000002,2179.0
4,10,0.95,1e-13,166.88000000000002,0.0038137869834899895,-166.88000000000002,549.0
3,10,0.9,1e-13,191.68000000000004,0.004597693920135498,-191.68000000000004,278.0
0,10,0.01,1e-13,200.0,0.004866872310638428,-200.0,8.0
1,10,0.3,1e-13,200.0,0.004565308570861816,-200.0,26.0
2,10,0.7,1e-13,200.0,0.0047912273406982425,-200.0,85.0
