,size,gamma,theta,steps,time,score,avg_conversion_iterations
5,20,0.99,1e-13,131.24,0.0042945313453674324,-131.24,1716.0
3,20,0.9,1e-13,138.07999999999998,0.0043986496925354,-138.07999999999998,272.0
4,20,0.95,1e-13,139.81999999999996,0.004545263767242432,-139.81999999999996,520.0
1,20,0.3,1e-13,141.63999999999996,0.004616777896881103,-141.63999999999996,26.0
2,20,0.7,1e-13,190.38000000000002,0.006189304828643799,-190.38000000000002,85.0
0,20,0.01,1e-13,200.0,0.0067303037643432605,-200.0,8.0
