,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
23,24,0.3,0.95,0.7,397.69500000000005,-0.10287309,0.0014068162441253662,-30.86779999999984,4811.0
63,24,0.9,0.95,0.7,407.13,-0.1986716,0.0014400839805603026,-30.870199999999897,4791.0
99,24,0.95,0.4,0.4,415.695,-0.25600114,0.0014889633655548093,-30.962799999999827,4511.0
93,24,0.95,0.7,0.7,407.03,-0.21714771,0.0014466047286987305,-31.11619999999982,4701.0
53,24,0.7,0.7,0.7,420.425,-0.12268402,0.0015000951290130612,-31.32719999999988,4721.0
68,24,0.9,0.9,0.7,423.575,-0.19638976,0.0015034973621368413,-31.652999999999857,4781.0
88,24,0.95,0.9,0.7,421.745,-0.24008453,0.001498767137527466,-31.680199999999957,4791.0
28,24,0.3,0.9,0.7,418.395,-0.09398641,0.0014828932285308838,-31.69579999999986,4801.0
119,24,0.99,0.4,0.4,458.08000000000004,-0.35273564,0.0016132688522338865,-31.78319999999984,4571.0
94,24,0.95,0.7,0.4,482.59,-0.339691,0.0017180204391479491,-32.238999999999905,4701.0
73,24,0.9,0.7,0.7,447.63,-0.17686403,0.0015986144542694096,-32.491200000000056,4711.0
114,24,0.99,0.7,0.4,473.33000000000004,-0.46366662,0.0016735613346099854,-32.54379999999996,4671.0
79,24,0.9,0.4,0.4,504.2500000000001,-0.20722409,0.00179424524307251,-33.180199999999914,4531.0
54,24,0.7,0.7,0.4,476.95500000000004,-0.16810992,0.0017007243633270265,-34.03819999999986,4691.0
5,24,0.01,0.9,1.0,510.305,-0.056493104,0.0017981016635894773,-35.07300000000005,4781.0
18,24,0.01,0.4,0.7,505.04499999999996,-0.055801928,0.0017961692810058599,-35.16179999999981,4571.0
1,24,0.01,0.95,0.95,515.065,-0.056673974,0.0018329954147338866,-35.188600000000086,4771.0
6,24,0.01,0.9,0.95,520.6099999999999,-0.0550278,0.001845889091491699,-35.410400000000095,4761.0
11,24,0.01,0.7,0.95,530.2549999999999,-0.05435729,0.0018689477443695067,-35.571800000000145,4661.0
44,24,0.7,0.95,0.4,542.455,-0.18985668,0.0019092833995819091,-35.883599999999845,4821.0
89,24,0.95,0.9,0.4,575.37,-0.3594214,0.0020385587215423586,-36.07519999999991,4801.0
34,24,0.3,0.7,0.4,544.875,-0.1257413,0.0019281411170959475,-36.105399999999904,4701.0
49,24,0.7,0.9,0.4,566.4350000000001,-0.19160113,0.0020131051540374758,-36.21779999999997,4781.0
10,24,0.01,0.7,1.0,546.455,-0.05270515,0.0019250965118408202,-36.29460000000009,4681.0
59,24,0.7,0.4,0.4,549.465,-0.13885535,0.0019853639602661136,-36.66399999999996,4551.0
12,24,0.01,0.7,0.9,549.285,-0.055784635,0.0021705377101898194,-36.78179999999994,4731.0
8,24,0.01,0.9,0.7,561.1250000000001,-0.06693354,0.0019762301445007324,-36.881400000000106,4771.0
0,24,0.01,0.95,1.0,583.7750000000001,-0.056532007,0.002055671215057373,-37.56300000000023,4781.0
7,24,0.01,0.9,0.9,578.84,-0.061038703,0.002069247961044311,-37.73960000000006,4821.0
69,24,0.9,0.9,0.4,625.155,-0.29007015,0.002211258411407471,-38.31760000000017,4791.0
109,24,0.99,0.9,0.4,633.695,-0.51417255,0.002240513563156128,-38.50960000000026,4761.0
39,24,0.3,0.4,0.4,609.6400000000001,-0.09946701,0.0021482610702514646,-39.19599999999997,4501.0
3,24,0.01,0.95,0.7,632.365,-0.06505484,0.002234605550765991,-39.43180000000025,4771.0
84,24,0.95,0.95,0.4,648.0150000000001,-0.37325272,0.002296034097671509,-39.45740000000022,4791.0
64,24,0.9,0.95,0.4,663.865,-0.28726792,0.002348099946975708,-39.49200000000026,4781.0
29,24,0.3,0.9,0.4,635.3050000000001,-0.13540497,0.002245715856552124,-39.647799999999975,4771.0
14,24,0.01,0.7,0.4,636.0799999999999,-0.08427979,0.0022452008724212647,-39.65520000000014,4671.0
13,24,0.01,0.7,0.7,623.7299999999999,-0.06462447,0.0022001457214355473,-39.684799999999925,4691.0
2,24,0.01,0.95,0.9,674.8199999999999,-0.060816787,0.0024010586738586427,-41.05520000000026,4781.0
104,24,0.99,0.95,0.4,687.2149999999999,-0.5278212,0.0024402689933776854,-41.17500000000018,4801.0
19,24,0.01,0.4,0.4,668.285,-0.07210607,0.002361434698104858,-41.242599999999996,4521.0
24,24,0.3,0.95,0.4,693.1650000000001,-0.1392581,0.002451913356781006,-41.46220000000008,4791.0
74,24,0.9,0.7,0.4,818.5799999999999,-0.26407185,0.0028976118564605713,-46.15600000000031,4671.0
4,24,0.01,0.95,0.4,819.335,-0.08100733,0.0028771734237670902,-46.835800000000305,4761.0
9,24,0.01,0.9,0.4,901.22,-0.08729398,0.0031620335578918454,-49.886800000000335,4751.0
