,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
1,10,0.9,0.95,0.9,1058.5399999999997,-5.8187904,0.024744410514831543,-1058.5399999999997,541.0
0,10,0.7,0.95,0.9,2000.0,-2.0093725,0.04672256946563721,-2000.0,501.0
