,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
68,32,0.9,0.9,0.7,323.265,-0.13122357,0.0012401902675628663,-27.890599999999885,4801.0
35,32,0.3,0.4,1.0,324.2,-0.039914526,0.0012309741973876953,-27.927999999999894,4531.0
77,32,0.9,0.4,0.9,325.99,-0.08191978,0.001239809989929199,-27.99959999999989,4561.0
81,32,0.95,0.95,0.95,326.89,-0.13155249,0.0012342703342437746,-28.03559999999988,4791.0
15,32,0.01,0.4,1.0,332.655,-0.03184833,0.0012440061569213867,-28.266199999999884,4541.0
67,32,0.9,0.9,0.9,333.155,-0.10910398,0.001297372579574585,-28.28619999999993,4791.0
73,32,0.9,0.7,0.7,336.775,-0.11703726,0.001278228759765625,-28.43099999999988,4691.0
118,32,0.99,0.4,0.7,338.56000000000006,-0.15129122,0.0013194799423217772,-28.502399999999916,4551.0
30,32,0.3,0.7,1.0,340.14,-0.04698526,0.0012516188621520996,-28.565599999999886,4711.0
40,32,0.7,0.95,1.0,341.53999999999996,-0.07219658,0.0012767231464385985,-28.62159999999987,4801.0
119,32,0.99,0.4,0.4,343.9100000000001,-0.22963229,0.0013324761390686034,-28.716399999999897,4561.0
58,32,0.7,0.4,0.7,344.0000000000001,-0.06704031,0.001282200813293457,-28.719999999999875,4571.0
45,32,0.7,0.9,1.0,351.62,-0.06911762,0.0013388693332672121,-29.024799999999885,4801.0
52,32,0.7,0.7,0.9,353.92,-0.068394236,0.0013764381408691404,-29.11679999999986,4701.0
84,32,0.95,0.95,0.4,356.605,-0.23930085,0.0013850700855255126,-29.22419999999989,4801.0
41,32,0.7,0.95,0.95,358.7,-0.07482196,0.001347428560256958,-29.30799999999987,4801.0
79,32,0.9,0.4,0.4,358.9599999999999,-0.13872185,0.0013427042961120608,-29.318399999999873,4541.0
36,32,0.3,0.4,0.95,365.92,-0.041311838,0.001357414722442627,-29.596799999999853,4541.0
25,32,0.3,0.9,1.0,367.34,-0.04987461,0.0014017641544342041,-29.65359999999987,4771.0
88,32,0.95,0.9,0.7,371.53000000000003,-0.16180232,0.001490098237991333,-29.82119999999991,4791.0
99,32,0.95,0.4,0.4,372.0,-0.17354201,0.0014178657531738281,-29.83999999999985,4561.0
20,32,0.3,0.95,1.0,376.94000000000005,-0.051858883,0.0014066159725189208,-30.037599999999884,4801.0
17,32,0.01,0.4,0.9,381.065,-0.032538913,0.001444993019104004,-30.202599999999837,4481.0
104,32,0.99,0.95,0.4,381.56500000000005,-0.3365093,0.0014841651916503906,-30.222599999999904,4801.0
109,32,0.99,0.9,0.4,381.59999999999997,-0.33406922,0.0014580345153808593,-30.223999999999855,4801.0
32,32,0.3,0.7,0.9,383.1,-0.05095753,0.0014516651630401612,-30.2839999999999,4691.0
42,32,0.7,0.95,0.9,385.65500000000003,-0.074447244,0.001442478895187378,-30.386199999999853,4801.0
114,32,0.99,0.7,0.4,390.98499999999996,-0.29932088,0.0015019631385803222,-30.599399999999832,4701.0
31,32,0.3,0.7,0.95,406.255,-0.049179148,0.0015190267562866211,-31.210199999999844,4721.0
53,32,0.7,0.7,0.7,428.195,-0.08277383,0.0016014707088470455,-32.08779999999981,4691.0
64,32,0.9,0.95,0.4,428.575,-0.19190264,0.0016205883026123046,-32.102999999999824,4801.0
69,32,0.9,0.9,0.4,430.74000000000007,-0.18771495,0.0016280841827392574,-32.18959999999985,4801.0
26,32,0.3,0.9,0.95,436.6450000000001,-0.05293133,0.0016284358501434328,-32.35099999999996,4801.0
16,32,0.01,0.4,0.95,439.055,-0.03302889,0.0016262757778167723,-32.44739999999989,4511.0
18,32,0.01,0.4,0.7,438.28499999999997,-0.037070375,0.001651303768157959,-32.49139999999982,4521.0
74,32,0.9,0.7,0.4,449.40500000000003,-0.17307773,0.0016784131526947025,-32.93619999999983,4691.0
22,32,0.3,0.95,0.9,455.255,-0.055247832,0.001682891845703125,-33.095399999999835,4781.0
43,32,0.7,0.95,0.7,457.31499999999994,-0.08729357,0.0017074739933013914,-33.177799999999806,4801.0
10,32,0.01,0.7,1.0,455.985,-0.03463798,0.0016925191879272462,-33.19939999999988,4671.0
89,32,0.95,0.9,0.4,461.85999999999996,-0.23373714,0.0017634451389312745,-33.43439999999991,4781.0
7,32,0.01,0.9,0.9,463.27,-0.040596455,0.0017060637474060059,-33.49079999999988,4791.0
44,32,0.7,0.95,0.4,464.48,-0.122170225,0.0017863118648529055,-33.53919999999981,4801.0
28,32,0.3,0.9,0.7,465.6899999999999,-0.06507358,0.0017565476894378662,-33.58759999999983,4791.0
27,32,0.3,0.9,0.9,473.0,-0.054759048,0.0017524468898773194,-33.73039999999986,4781.0
34,32,0.3,0.7,0.4,471.63500000000005,-0.08077553,0.0018309688568115237,-33.82539999999986,4721.0
59,32,0.7,0.4,0.4,485.11499999999995,-0.092365816,0.0018050348758697511,-34.36459999999978,4531.0
2,32,0.01,0.95,0.9,488.02,-0.040038798,0.0017992329597473146,-34.40599999999987,4761.0
23,32,0.3,0.95,0.7,492.68499999999995,-0.066373095,0.0018599200248718265,-34.59260000000002,4781.0
94,32,0.95,0.7,0.4,493.64000000000004,-0.2159565,0.0019372296333312988,-34.705600000000004,4691.0
38,32,0.3,0.4,0.7,498.6450000000001,-0.049795788,0.0018510854244232176,-34.83099999999997,4551.0
0,32,0.01,0.95,1.0,500.9050000000001,-0.038575925,0.001859041452407837,-34.99619999999996,4791.0
29,32,0.3,0.9,0.4,504.215,-0.0885446,0.0019069254398345948,-35.12859999999983,4781.0
11,32,0.01,0.7,0.95,510.3450000000001,-0.03567239,0.0018723428249359131,-35.37379999999998,4681.0
12,32,0.01,0.7,0.9,513.01,-0.037941735,0.0019038724899291992,-35.480399999999996,4691.0
21,32,0.3,0.95,0.95,521.1999999999999,-0.055654645,0.0019375491142272952,-35.808,4801.0
54,32,0.7,0.7,0.4,521.255,-0.115049206,0.00197955846786499,-35.81019999999992,4731.0
49,32,0.7,0.9,0.4,532.3149999999999,-0.12711355,0.001987664699554443,-36.25259999999996,4791.0
24,32,0.3,0.95,0.4,547.0799999999999,-0.092763014,0.0021186447143554683,-36.843199999999726,4801.0
33,32,0.3,0.7,0.7,552.225,-0.05825003,0.0021529877185821533,-37.04899999999985,4721.0
5,32,0.01,0.9,1.0,556.925,-0.036055688,0.002222243547439575,-37.16219999999997,4781.0
6,32,0.01,0.9,0.95,635.2149999999999,-0.038588498,0.0023449015617370604,-40.29380000000006,4771.0
39,32,0.3,0.4,0.4,670.6800000000001,-0.06916319,0.0024707841873168944,-41.63759999999983,4511.0
8,32,0.01,0.9,0.7,672.2099999999999,-0.043585002,0.0025186479091644292,-41.84840000000004,4771.0
1,32,0.01,0.95,0.95,683.6400000000001,-0.04007853,0.0025299620628356934,-42.15600000000001,4771.0
13,32,0.01,0.7,0.7,756.96,-0.040403087,0.0028162944316864015,-45.013999999999996,4681.0
19,32,0.01,0.4,0.4,814.4850000000001,-0.046910044,0.003035362958908081,-47.53940000000011,4551.0
3,32,0.01,0.95,0.7,857.2,-0.042679608,0.003189665079116821,-49.023599999999945,4771.0
14,32,0.01,0.7,0.4,934.53,-0.050970096,0.003491697311401367,-52.042000000000016,4691.0
9,32,0.01,0.9,0.4,994.4649999999999,-0.052458495,0.0036612665653228764,-54.439399999999964,4791.0
4,32,0.01,0.95,0.4,1157.835,-0.05471903,0.004308352470397949,-60.74980000000001,4781.0
