,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
80,16,0.95,0.95,1.0,470.32499999999993,-0.45105487,0.0016875565052032475,-23.62739999999976,4761.0
67,16,0.9,0.9,0.9,494.6650000000001,-0.37905008,0.001797966957092285,-23.90119999999974,4751.0
42,16,0.7,0.95,0.9,494.1249999999999,-0.26141667,0.0017581808567047118,-23.904199999999737,4771.0
101,16,0.99,0.95,0.95,500.775,-0.6195042,0.001771998405456543,-24.021599999999733,4781.0
34,16,0.3,0.7,0.4,574.41,-0.25223345,0.002051674127578735,-24.066399999999682,4601.0
72,16,0.9,0.7,0.9,461.41499999999996,-0.35774893,0.001631436347961426,-24.14499999999976,4651.0
117,16,0.99,0.4,0.9,391.14,-0.4464836,0.0013883161544799801,-24.15779999999981,4461.0
87,16,0.95,0.9,0.9,478.8950000000001,-0.47598472,0.001679321527481079,-24.220199999999746,4761.0
115,16,0.99,0.4,1.0,360.815,-0.40417814,0.0012775886058807371,-24.344399999999844,4471.0
96,16,0.95,0.4,0.95,412.33500000000004,-0.34392834,0.0014616525173187255,-24.430799999999792,4481.0
116,16,0.99,0.4,0.95,465.25,-0.425531,0.0016516065597534178,-24.59859999999976,4481.0
52,16,0.7,0.7,0.9,462.255,-0.24268231,0.0016466093063354492,-24.67959999999976,4681.0
71,16,0.9,0.7,0.95,473.43,-0.32933998,0.0016775703430175783,-25.05079999999976,4681.0
23,16,0.3,0.95,0.7,512.93,-0.22225869,0.001815798282623291,-25.206599999999728,4761.0
77,16,0.9,0.4,0.9,440.81000000000006,-0.29452446,0.0015648245811462405,-25.270599999999774,4491.0
50,16,0.7,0.7,1.0,461.875,-0.22549288,0.0016374790668487547,-25.289399999999766,4701.0
22,16,0.3,0.95,0.9,463.9799999999999,-0.19670674,0.0016435444355010985,-25.721999999999763,4741.0
43,16,0.7,0.95,0.7,558.09,-0.3041131,0.0019753587245941165,-25.765999999999686,4771.0
95,16,0.95,0.4,1.0,440.91499999999996,-0.32192644,0.0015786468982696533,-25.775799999999776,4471.0
40,16,0.7,0.95,1.0,495.88,-0.25215963,0.0017591702938079834,-26.074799999999737,4771.0
45,16,0.7,0.9,1.0,501.69500000000005,-0.24112265,0.0018189501762390138,-26.131199999999733,4791.0
38,16,0.3,0.4,0.7,455.69500000000005,-0.17057952,0.0016109907627105714,-26.23999999999977,4481.0
48,16,0.7,0.9,0.7,591.0400000000001,-0.28689465,0.002086650133132934,-26.508199999999654,4741.0
32,16,0.3,0.7,0.9,486.38,-0.18481117,0.0017139899730682373,-26.619999999999756,4691.0
36,16,0.3,0.4,0.95,433.055,-0.1435273,0.0015466630458831788,-27.160199999999787,4491.0
51,16,0.7,0.7,0.95,516.545,-0.23940146,0.001821413040161133,-27.22619999999972,4661.0
33,16,0.3,0.7,0.7,555.9200000000001,-0.20232037,0.0019565272331237794,-27.751999999999686,4661.0
56,16,0.7,0.4,0.95,519.13,-0.19250223,0.001856011152267456,-28.055999999999717,4451.0
55,16,0.7,0.4,1.0,491.9749999999999,-0.18500116,0.0017380118370056152,-28.09379999999974,4501.0
57,16,0.7,0.4,0.9,481.7500000000001,-0.2024616,0.0017083191871643064,-28.259599999999743,4501.0
30,16,0.3,0.7,1.0,520.23,-0.1700112,0.0018554258346557616,-28.44939999999972,4681.0
28,16,0.3,0.9,0.7,579.175,-0.21923633,0.0020655858516693115,-28.484399999999674,4771.0
15,16,0.01,0.4,1.0,411.86,-0.12230259,0.0014574456214904784,-28.535799999999803,4501.0
21,16,0.3,0.95,0.95,548.845,-0.19323957,0.0019297266006469724,-28.56839999999969,4771.0
16,16,0.01,0.4,0.95,402.57499999999993,-0.12843098,0.0014237058162689209,-28.590599999999814,4461.0
35,16,0.3,0.4,1.0,465.925,-0.13918239,0.0016561174392700196,-28.84999999999976,4501.0
58,16,0.7,0.4,0.7,571.8199999999999,-0.23202713,0.0020170497894287107,-29.038599999999672,4461.0
47,16,0.7,0.9,0.9,591.3100000000001,-0.26363283,0.002125993967056274,-29.446199999999664,4751.0
31,16,0.3,0.7,0.95,496.32000000000005,-0.17636779,0.0017663657665252686,-29.59039999999974,4691.0
20,16,0.3,0.95,1.0,528.5849999999999,-0.18945017,0.0018700110912322997,-29.809199999999713,4761.0
27,16,0.3,0.9,0.9,556.49,-0.19748375,0.0019845366477966304,-29.85059999999969,4751.0
25,16,0.3,0.9,1.0,560.9849999999999,-0.17993425,0.001979875564575195,-30.45359999999969,4771.0
26,16,0.3,0.9,0.95,600.245,-0.184201,0.002142946720123291,-30.849799999999654,4741.0
75,16,0.9,0.4,1.0,546.8500000000001,-0.26794946,0.0019742298126220704,-31.889199999999697,4501.0
5,16,0.01,0.9,1.0,522.795,-0.1514946,0.0018588876724243164,-31.925999999999714,4771.0
6,16,0.01,0.9,0.95,494.20500000000004,-0.15700181,0.001808701753616333,-32.48219999999975,4771.0
37,16,0.3,0.4,0.9,584.1949999999999,-0.15176179,0.002069886922836304,-32.68519999999966,4491.0
17,16,0.01,0.4,0.9,519.175,-0.13082391,0.001830275058746338,-32.809799999999726,4501.0
11,16,0.01,0.7,0.95,521.37,-0.13912478,0.0018369185924530028,-32.89459999999971,4691.0
39,16,0.3,0.4,0.4,730.845,-0.22626309,0.002582206726074219,-32.98139999999954,4431.0
10,16,0.01,0.7,1.0,563.35,-0.13776708,0.0019918072223663328,-33.226399999999686,4661.0
12,16,0.01,0.7,0.9,545.565,-0.14750864,0.0019311439990997315,-34.3879999999997,4661.0
0,16,0.01,0.95,1.0,627.6800000000001,-0.15764385,0.0022208929061889654,-35.34979999999963,4751.0
18,16,0.01,0.4,0.7,663.395,-0.1499997,0.0023503458499908453,-36.107199999999594,4481.0
2,16,0.01,0.95,0.9,624.61,-0.15145467,0.0021939718723297114,-36.12759999999964,4771.0
1,16,0.01,0.95,0.95,676.2700000000001,-0.15383346,0.0023865926265716547,-36.82199999999959,4771.0
7,16,0.01,0.9,0.9,693.54,-0.15561041,0.0024594342708587646,-37.486199999999585,4791.0
8,16,0.01,0.9,0.7,725.6000000000001,-0.16589156,0.0025671672821044925,-37.922199999999556,4741.0
3,16,0.01,0.95,0.7,691.735,-0.16831796,0.0024477684497833255,-38.21419999999957,4741.0
19,16,0.01,0.4,0.4,732.69,-0.18126318,0.0025805652141571048,-38.27859999999955,4401.0
13,16,0.01,0.7,0.7,750.0,-0.15871026,0.002649064064025879,-38.64719999999953,4641.0
14,16,0.01,0.7,0.4,786.3050000000001,-0.19133428,0.0027781748771667477,-39.72639999999951,4631.0
4,16,0.01,0.95,0.4,878.2349999999999,-0.21361661,0.003106838464736938,-41.93219999999943,4751.0
9,16,0.01,0.9,0.4,824.57,-0.1931742,0.0029175591468811038,-42.307199999999476,4771.0
