,size,gamma,init_alpha,init_epsilon,steps,V_mean,time,score,avg_conversion_iterations
40,20,0.7,0.95,1.0,435.82499999999993,-0.15807489,0.001651177406311035,-31.51899999999988,4771.0
119,20,0.99,0.4,0.4,545.15,-0.5696186,0.0019924938678741455,-31.59279999999985,4511.0
58,20,0.7,0.4,0.7,444.33000000000004,-0.15299335,0.0016510879993438723,-31.608199999999783,4531.0
0,20,0.01,0.95,1.0,425.98,-0.09042193,0.0015121769905090334,-31.625199999999875,4751.0
118,20,0.99,0.4,0.7,501.03000000000003,-0.36186877,0.0018672108650207519,-31.728599999999904,4481.0
72,20,0.9,0.7,0.9,463.945,-0.23372531,0.0016559088230133057,-31.818999999999885,4691.0
75,20,0.9,0.4,1.0,440.12999999999994,-0.17140548,0.00158011794090271,-31.991399999999892,4561.0
32,20,0.3,0.7,0.9,464.355,-0.11461514,0.0017044091224670411,-32.00959999999982,4711.0
102,20,0.99,0.95,0.9,515.435,-0.43698654,0.001878046989440918,-32.10399999999986,4791.0
36,20,0.3,0.4,0.95,433.495,-0.09183872,0.0016027963161468505,-32.15019999999985,4541.0
108,20,0.99,0.9,0.7,548.045,-0.5275114,0.0019650113582611083,-32.3089999999999,4781.0
47,20,0.7,0.9,0.9,486.4799999999999,-0.17391138,0.0017704105377197269,-32.369999999999834,4781.0
41,20,0.7,0.95,0.95,494.755,-0.16491121,0.0018692338466644285,-32.376199999999855,4791.0
74,20,0.9,0.7,0.4,655.0799999999999,-0.39846623,0.0023137092590332035,-32.4417999999999,4691.0
113,20,0.99,0.7,0.7,535.83,-0.47249913,0.002011822462081909,-32.46899999999981,4681.0
69,20,0.9,0.9,0.4,665.5400000000001,-0.4297366,0.0024530780315399174,-32.486199999999954,4761.0
52,20,0.7,0.7,0.9,476.38,-0.15728101,0.0017508709430694579,-32.71599999999982,4701.0
92,20,0.95,0.7,0.9,501.99000000000007,-0.28100878,0.0017944395542144776,-32.915599999999856,4701.0
10,20,0.01,0.7,1.0,453.41,-0.08293452,0.001596101522445679,-32.94679999999981,4681.0
43,20,0.7,0.95,0.7,527.9300000000001,-0.20758994,0.001931089162826538,-33.053599999999854,4791.0
16,20,0.01,0.4,0.95,458.03999999999996,-0.07574206,0.001663745641708374,-33.057199999999824,4521.0
66,20,0.9,0.9,0.95,477.855,-0.24058847,0.0017731213569641114,-33.075199999999846,4761.0
20,20,0.3,0.95,1.0,468.49000000000007,-0.12136253,0.0017069053649902345,-33.07559999999986,4791.0
27,20,0.3,0.9,0.9,466.66999999999996,-0.12264498,0.0017079555988311769,-33.227199999999804,4781.0
17,20,0.01,0.4,0.9,468.355,-0.07795397,0.0017126989364624023,-33.245399999999876,4511.0
98,20,0.95,0.4,0.7,514.7850000000001,-0.279223,0.001818537712097168,-33.4519999999998,4491.0
42,20,0.7,0.95,0.9,526.755,-0.17446533,0.0019124591350555419,-33.583399999999955,4781.0
26,20,0.3,0.9,0.95,487.7,-0.11527689,0.0017854917049407958,-33.64419999999984,4781.0
44,20,0.7,0.95,0.4,713.8750000000001,-0.27838832,0.0026614987850189205,-33.71979999999992,4761.0
78,20,0.9,0.4,0.7,526.115,-0.22819981,0.0018773984909057617,-33.90719999999991,4491.0
49,20,0.7,0.9,0.4,718.87,-0.27733177,0.002659130096435547,-33.94219999999983,4781.0
94,20,0.95,0.7,0.4,668.785,-0.52610695,0.0023592960834503173,-34.365999999999985,4661.0
61,20,0.9,0.95,0.95,563.92,-0.24368176,0.0020864081382751466,-34.469599999999964,4781.0
103,20,0.99,0.95,0.7,554.6200000000001,-0.53371114,0.0019778287410736088,-34.471599999999846,4761.0
85,20,0.95,0.9,1.0,542.825,-0.28613472,0.0019216680526733397,-34.625799999999906,4771.0
107,20,0.99,0.9,0.9,544.97,-0.42339134,0.0019647860527038574,-34.63679999999993,4801.0
22,20,0.3,0.95,0.9,517.925,-0.12663803,0.001896533966064453,-34.72819999999983,4791.0
2,20,0.01,0.95,0.9,538.1,-0.09247331,0.0019148409366607669,-35.66019999999982,4771.0
30,20,0.3,0.7,1.0,539.0200000000001,-0.10691641,0.0019739139080047607,-35.77279999999986,4691.0
6,20,0.01,0.9,0.95,549.905,-0.088986136,0.001975122690200806,-36.35779999999984,4781.0
18,20,0.01,0.4,0.7,548.85,-0.089530006,0.001997894048690796,-36.39039999999983,4471.0
28,20,0.3,0.9,0.7,576.465,-0.14804214,0.0021045362949371335,-36.5697999999998,4781.0
7,20,0.01,0.9,0.9,569.405,-0.09583338,0.002021749019622803,-36.98819999999985,4761.0
23,20,0.3,0.95,0.7,588.0600000000001,-0.14684859,0.0021481454372406002,-37.18419999999985,4791.0
48,20,0.7,0.9,0.7,640.78,-0.19906957,0.0023361647129058836,-37.26939999999989,4801.0
33,20,0.3,0.7,0.7,606.055,-0.13369133,0.0022277164459228514,-37.429599999999866,4691.0
5,20,0.01,0.9,1.0,583.6000000000001,-0.08489142,0.0020585477352142332,-37.55599999999986,4781.0
54,20,0.7,0.7,0.4,757.5699999999999,-0.25549558,0.002767155170440674,-37.56799999999997,4671.0
1,20,0.01,0.95,0.95,593.345,-0.08688525,0.002089221477508545,-37.57179999999994,4791.0
12,20,0.01,0.7,0.9,594.165,-0.086768016,0.0020914614200592038,-37.903799999999855,4701.0
8,20,0.01,0.9,0.7,595.8149999999999,-0.09880595,0.002105785608291626,-38.1941999999998,4791.0
13,20,0.01,0.7,0.7,629.945,-0.09870282,0.002388789653778076,-39.50919999999979,4661.0
39,20,0.3,0.4,0.4,692.905,-0.15302716,0.0025196921825408935,-40.20479999999989,4511.0
59,20,0.7,0.4,0.4,759.0849999999999,-0.2159644,0.002793363332748413,-40.22799999999991,4491.0
3,20,0.01,0.95,0.7,663.045,-0.10175352,0.0023383724689483645,-40.30959999999982,4781.0
19,20,0.01,0.4,0.4,698.59,-0.10914874,0.0025293052196502684,-41.4075999999999,4531.0
24,20,0.3,0.95,0.4,833.6200000000001,-0.20033605,0.003031390905380249,-43.358999999999824,4791.0
29,20,0.3,0.9,0.4,878.7700000000001,-0.1902257,0.0031746947765350342,-43.792999999999985,4751.0
14,20,0.01,0.7,0.4,760.1800000000001,-0.12451372,0.0027778899669647214,-43.796399999999856,4671.0
34,20,0.3,0.7,0.4,892.1200000000001,-0.1792364,0.003266711235046387,-45.3772,4681.0
4,20,0.01,0.95,0.4,815.3599999999999,-0.124316014,0.0028930675983428952,-46.00359999999984,4741.0
9,20,0.01,0.9,0.4,849.115,-0.12561767,0.003004597425460816,-46.80459999999988,4781.0
